Role,Company,Location,City_Key,State,Salary,Real_Wage,Unemployment_Rate,Cost of Living Index,description,Latitude,Longitude
AI Engineer,Capital One,"Harrisonburg, Harrisonburg City",harrisonburg,VA,148790.22,224724.69415496144,2.7,66.21000000000001,"Job Description Senior AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custo…",38.41421,-78.892628
AI Engineer,Capital One,"New York City, New York",new york city,NY,158633.06,185981.66363796237,4.1,85.295,"Job Description Senior AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custo…",42.1,-74.9
AI Engineer,Capital One,"Richmond, Richmond County",richmond,VA,156016.03,235638.16644011473,2.6,66.21000000000001,"Job Description Senior AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custo…",37.56,-77.45
AI Engineer,Capital One,"Cambridge, Henry County",cambridge,IL,162438.31,210058.59304280358,4.5,77.33,"Job Description Senior AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custo…",41.303647,-90.192897
AI Engineer,Capital One,"Fredericksburg, Gasconade County",fredericksburg,MO,157259.78,239214.75509583208,3.25,65.74,"Job Description Senior AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custo…",38.607544,-91.641558
AI Engineer,Capital One,"York, York County",york,ME,161090.45,214787.2666666667,3.8,75.0,"Job Description Senior AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custo…",43.161769,-70.648292
AI Engineer,Capital One,"Washington, Washington, D.C.","washington, d.c.",WA,150297.8,175766.343117764,3.6,85.51,"Job Description Senior AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custo…",38.912068,-77.019023
AI Engineer,Capital One,"McLean, Pierce County",mclean,NE,167968.9,223958.53333333333,2.8,75.0,"Job Description Senior AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custo…",42.392,-97.475
AI Engineer,Capital One,"Baltimore, Baltimore County",baltimore,MD,161420.33,218578.64590385917,2.7,73.85,"Job Description Senior AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custo…",39.296337,-76.621054
AI Engineer,Capital One,"Annapolis, Parke County",annapolis,IN,172994.67,244377.27080096057,3.7,70.79,"Job Description Senior AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custo…",39.85254,-87.250569
AI Engineer,Capital One,"Salisbury, Wicomico County",salisbury,MD,158693.73,214886.56736628304,2.7,73.85,"Job Description Senior AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custo…",38.375981,-75.64106
AI Engineer,Paycom Payroll Llc,"Grapevine, Tarrant County",grapevine,TX,143533.23,228221.7611142912,3.54,62.891999999999996,"Job Description Paycom is seeking a motivated AI Engineer with a passion for building practical, innovative solutions. In this role, you will work closely with software engineers to design and implement AI features that enhance our products and improve client experience. You will contribute to the development of AI applications, collaborate with a team of skilled technologists, and gain hands-on experience in applying AI strategies to real-world challenges. RESPONSIBILITIES Develop, maintain, a…",32.934292,-97.078065
AI Engineer,Paycom Payroll Llc,"Oklahoma City, Oklahoma County",oklahoma city,OK,128058.87,205898.97901760592,2.8,62.195,"Job Description Paycom is seeking a motivated AI Engineer with a passion for building practical, innovative solutions. In this role, you will work closely with software engineers to design and implement AI features that enhance our products and improve client experience. You will contribute to the development of AI applications, collaborate with a team of skilled technologists, and gain hands-on experience in applying AI strategies to real-world challenges. RESPONSIBILITIES Develop, maintain, a…",35.4678,-97.5164
AI Engineer,Capital One,"Harrisonburg, Harrisonburg City",harrisonburg,VA,190732.38,288071.8622564567,2.7,66.21000000000001,"Job Description Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custome…",38.41421,-78.892628
AI Engineer,Capital One,"Fredericksburg, Gasconade County",fredericksburg,MO,201589.61,306646.80559780955,3.25,65.74,"Job Description Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custome…",38.607544,-91.641558
AI Engineer,Capital One,"Dover, Pope County",dover,AR,211489.88,281986.50666666665,3.8,75.0,"Job Description Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custome…",35.401471,-93.114341
AI Engineer,Capital One,"Charlottesville, Hancock County",charlottesville,IN,203580.72,287584.00904082495,3.7,70.79,"Job Description Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custome…",39.792089,-85.612015
AI Engineer,Capital One,"Richmond, Richmond County",richmond,VA,199995.08,302061.74293913296,2.6,66.21000000000001,"Job Description Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custome…",37.56,-77.45
AI Engineer,Capital One,"Cambridge, Henry County",cambridge,IL,208227.9,269271.82206129574,4.5,77.33,"Job Description Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custome…",41.303647,-90.192897
AI Engineer,Capital One,"Annapolis, Parke County",annapolis,IN,221746.03,313244.85096765077,3.7,70.79,"Job Description Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custome…",39.85254,-87.250569
AI Engineer,Capital One,"York, York County",york,ME,206500.1,275333.4666666667,3.8,75.0,"Job Description Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custome…",43.161769,-70.648292
AI Engineer,Capital One,"New York City, New York",new york city,NY,203349.81,238407.6557828712,4.1,85.295,"Job Description Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custome…",42.1,-74.9
AI Engineer,Capital One,"McLean, Pierce County",mclean,NE,215303.97,287071.96,2.8,75.0,"Job Description Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custome…",42.392,-97.475
AI Engineer,Capital One,"Baltimore, Baltimore County",baltimore,MD,206909.73,280175.66689234937,2.7,73.85,"Job Description Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custome…",39.296337,-76.621054
AI Engineer,Capital One,"Salisbury, Wicomico County",salisbury,MD,203414.78,275443.16858496954,2.7,73.85,"Job Description Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing custome…",38.375981,-75.64106
AI Engineer,Capital One,"Baltimore, Baltimore County",baltimore,MD,158324.6,214386.72985781994,2.7,73.85,"Job Description Senior Lead AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about u…",39.296337,-76.621054
AI Engineer,Capital One,"New York City, New York",new york city,NY,155600.28,182426.0273169588,4.1,85.295,"Job Description Senior Lead AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about u…",42.1,-74.9
AI Engineer,Capital One,"York, York County",york,ME,158010.55,210680.7333333333,3.8,75.0,"Job Description Senior Lead AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about u…",43.161769,-70.648292
AI Engineer,Capital One,"Harrisonburg, Harrisonburg City",harrisonburg,VA,145945.61,220428.3491919649,2.7,66.21000000000001,"Job Description Senior Lead AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about u…",38.41421,-78.892628
AI Engineer,Capital One,"Charlottesville, Hancock County",charlottesville,IN,155776.67,220054.62635965532,3.7,70.79,"Job Description Senior Lead AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about u…",39.792089,-85.612015
AI Engineer,Capital One,"Washington, Washington, D.C.","washington, d.c.",WA,147415.23,172395.31049000117,3.6,85.51,"Job Description Senior Lead AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about u…",38.912068,-77.019023
AI Engineer,Capital One,"Salisbury, Wicomico County",salisbury,MD,152144.6,206018.41570751526,2.7,73.85,"Job Description Senior Lead AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about u…",38.375981,-75.64106
AI Engineer,Capital One,"McLean, Pierce County",mclean,NE,161037.0,214716.0,2.8,75.0,"Job Description Senior Lead AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about u…",42.392,-97.475
AI Engineer,Capital One,"Annapolis, Parke County",annapolis,IN,165855.34,234292.04689927952,3.7,70.79,"Job Description Senior Lead AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about u…",39.85254,-87.250569
AI Engineer,Capital One,"Richmond, Richmond County",richmond,VA,149586.83,225927.85077782805,2.6,66.21000000000001,"Job Description Senior Lead AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about u…",37.56,-77.45
AI Engineer,Capital One,"Dover, Pope County",dover,AR,158184.38,210912.50666666668,3.8,75.0,"Job Description Senior Lead AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about u…",35.401471,-93.114341
AI Engineer,Capital One,"Dover, Pope County",dover,AR,153282.03,204376.04,3.8,75.0,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",35.401471,-93.114341
AI Engineer,Capital One,"Fredericksburg, Gasconade County",fredericksburg,MO,146106.6,222249.1633708549,3.25,65.74,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",38.607544,-91.641558
AI Engineer,Capital One,"Annapolis, Parke County",annapolis,IN,160715.42,227031.2473513208,3.7,70.79,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",39.85254,-87.250569
AI Engineer,Capital One,"New York City, New York",new york city,NY,147382.34,172791.3007796471,4.1,85.295,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",42.1,-74.9
AI Engineer,Capital One,"Charlottesville, Hancock County",charlottesville,IN,147549.42,208432.57522248905,3.7,70.79,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",39.792089,-85.612015
AI Engineer,Capital One,"McLean, Pierce County",mclean,NE,156046.25,208061.66666666666,2.8,75.0,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",42.392,-97.475
AI Engineer,Capital One,"York, York County",york,ME,148002.22,197336.29333333333,3.8,75.0,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",43.161769,-70.648292
AI Engineer,Capital One,"Cambridge, Henry County",cambridge,IL,149241.0,192992.37036079142,4.5,77.33,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",41.303647,-90.192897
AI Engineer,Capital One,"Richmond, Richmond County",richmond,VA,143340.5,216493.73206464277,2.6,66.21000000000001,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",37.56,-77.45
AI Engineer,Capital One,"Salisbury, Wicomico County",salisbury,MD,145791.2,197415.30128639136,2.7,73.85,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",38.375981,-75.64106
AI Engineer,Capital One,"Washington, Washington, D.C.","washington, d.c.",WA,138077.89,161475.72213776168,3.6,85.51,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",38.912068,-77.019023
AI Engineer,Capital One,"Harrisonburg, Harrisonburg City",harrisonburg,VA,136701.48,206466.5156320797,2.7,66.21000000000001,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",38.41421,-78.892628
AI Engineer,Capital One,"Baltimore, Baltimore County",baltimore,MD,148296.23,200807.35274204472,2.7,73.85,"Job Description Senior Lead AI Engineer (AI Foundations) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing …",39.296337,-76.621054
AI Engineer,Capital One,"Fredericksburg, Gasconade County",fredericksburg,MO,178365.47,271319.54669911775,3.25,65.74,"Job Description Distinguished AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about…",38.607544,-91.641558
AI Engineer,Capital One,"Charlottesville, Hancock County",charlottesville,IN,180127.19,254452.87469981634,3.7,70.79,"Job Description Distinguished AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about…",39.792089,-85.612015
AI Engineer,Capital One,"Dover, Pope County",dover,AR,187125.0,249500.0,3.8,75.0,"Job Description Distinguished AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about…",35.401471,-93.114341
AI Engineer,Capital One,"Newport News, Newport News City",newport news,VA,185494.98,280161.5768010874,2.7,66.21000000000001,"Job Description Distinguished AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about…",37.036263,-76.47366
AI Engineer,Capital One,"Baltimore, Baltimore County",baltimore,MD,183072.52,247897.79282329045,2.7,73.85,"Job Description Distinguished AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about…",39.296337,-76.621054
AI Engineer,Capital One,"Williamsburg, Fremont County",williamsburg,CO,173348.1,240694.39044709806,4.6,72.02,"Job Description Distinguished AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about…",38.381944,-105.151933
AI Engineer,Capital One,"New York City, New York",new york city,NY,179922.89,210941.89577349203,4.1,85.295,"Job Description Distinguished AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about…",42.1,-74.9
AI Engineer,Capital One,"Annapolis, Parke County",annapolis,IN,196199.78,277157.4798700381,3.7,70.79,"Job Description Distinguished AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about…",39.85254,-87.250569
AI Engineer,Capital One,"York, York County",york,ME,179919.28,239892.37333333332,3.8,75.0,"Job Description Distinguished AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about…",43.161769,-70.648292
AI Engineer,Capital One,"Cambridge, Henry County",cambridge,IL,181425.55,234612.11690159058,4.5,77.33,"Job Description Distinguished AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about…",41.303647,-90.192897
AI Engineer,Capital One,"Washington, Washington, D.C.","washington, d.c.",WA,167854.89,196298.54987720735,3.6,85.51,"Job Description Distinguished AI Engineer Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about…",38.912068,-77.019023
AI Engineer,Dutch Bros Coffee,"Tempe, Maricopa County",tempe,AZ,116462.56,182457.40247532507,3.25,63.83,"It's fun to work in a company where people truly believe in what they are doing. At Dutch Bros Coffee, we are more than just a coffee company. We are a fun-loving, mind-blowing company that makes a difference one cup at a time. Position Overview: Dutch Bros isn't just about coffee; it's about building a legendary brand with an amazing customer experience. We are growing as a company and as an architecture team. We are seeking a forward-thinking professional to support our Corporate Solutions te…",33.424281,-111.924088
AI Engineer,Capital One,"Salisbury, Wicomico County",salisbury,MD,170823.08,231310.87339201084,2.7,73.85,"Job Description Senior AI Engineer (LLM Core) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers a…",38.375981,-75.64106
AI Engineer,Capital One,"Richmond, Richmond County",richmond,VA,167951.61,253665.02038966917,2.6,66.21000000000001,"Job Description Senior AI Engineer (LLM Core) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers a…",37.56,-77.45
AI Engineer,Capital One,"McLean, Pierce County",mclean,NE,180807.19,241076.25333333333,2.8,75.0,"Job Description Senior AI Engineer (LLM Core) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers a…",42.392,-97.475
AI Engineer,Capital One,"Washington, Washington, D.C.","washington, d.c.",WA,161785.42,189200.58472693252,3.6,85.51,"Job Description Senior AI Engineer (LLM Core) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers a…",38.912068,-77.019023
